140,ACCEL,4544,608,-16992
140,GYRO,797,-357,706
140,COMPASS,-77,-8,57
141,QUAT,1043791925,146524342,202897030,-27910048
141,ACCEL,3640,920,-15656
141,GYRO,1196,-850,709
141,COMPASS,-77,-8,62
142,QUAT,1043505240,164857590,191320214,-15242689
142,ACCEL,3368,-88,-12936
142,GYRO,568,-324,625
142,COMPASS,-77,-1,68
143,QUAT,1041629040,162739370,203559372,2047518
143,ACCEL,2040,-1560,-12632
143,GYRO,-181,535,523
143,COMPASS,-78,3,64
144,QUAT,1041262626,156813435,209256844,17571950
144,ACCEL,3128,-1792,-14352
144,GYRO,-322,275,470
144,COMPASS,-77,2,68
145,QUAT,1041930733,166537380,197011671,27350126
145,ACCEL,3416,-1392,-15864
145,GYRO,244,-398,471
145,COMPASS,-80,2,68
146,QUAT,1041553572,181211289,184658089,33848638
146,ACCEL,2872,-1504,-15104
146,GYRO,444,-417,391
146,COMPASS,-81,3,68
147,QUAT,1040630028,181756771,189130875,34614612
147,ACCEL,2904,-2304,-13952
147,GYRO,25,166,4
147,COMPASS,-77,7,68
148,QUAT,1039364265,177187963,200944912,29351491
148,ACCEL,3416,-2616,-14624
148,GYRO,-116,384,-284
148,COMPASS,-78,8,68
149,QUAT,1038115693,176058508,208905360,24303394
149,ACCEL,4056,-3344,-15720
149,GYRO,0,247,-230
149,COMPASS,-81,8,71
150,QUAT,1036272537,179171945,215131607,25808071
150,ACCEL,4632,-4080,-15928
150,GYRO,106,227,39
150,COMPASS,-81,6,69
151,QUAT,1035129529,184958114,215416147,28336436
151,ACCEL,5536,-3904,-16352
151,GYRO,180,22,127
151,COMPASS,-80,10,67
152,QUAT,1035044296,186866167,213509025,32982603
152,ACCEL,6272,-3448,-15904
152,GYRO,20,-41,183
152,COMPASS,-81,7,67
153,QUAT,1037622532,172061006,212422065,39035574
153,ACCEL,6264,-3608,-14744
153,GYRO,-582,-2,105
153,COMPASS,-80,9,66
154,QUAT,1045829393,119476800,205726689,50605367
154,ACCEL,7088,-3528,-14440
154,GYRO,-1972,-151,54
154,COMPASS,-84,7,68
155,QUAT,1051301535,47718703,203888102,61949631
155,ACCEL,6384,-2720,-16232
155,GYRO,-2623,65,-98
155,COMPASS,-79,0,65
156,QUAT,1047571882,33257016,221835901,72075608
156,ACCEL,4624,-216,-14928
156,GYRO,-541,697,236
156,COMPASS,-81,-5,62
157,QUAT,1044524433,57310947,225989063,86779349
157,ACCEL,2080,488,-15192
157,GYRO,742,107,688
157,COMPASS,-80,-10,56
158,QUAT,1042753617,57573130,220348136,117104427
158,ACCEL,1920,-1472,-11016
158,GYRO,-233,-127,1079
158,COMPASS,-85,-9,57
159,QUAT,1034785066,49013854,242165549,145198678
159,ACCEL,2584,96,-15976
159,GYRO,-416,890,906
159,COMPASS,-87,-6,59
160,QUAT,1022271089,32718166,275761715,175306449
160,ACCEL,3856,1384,-14064
160,GYRO,-627,1398,920
160,COMPASS,-86,-6,57
161,QUAT,1006673578,31287005,312796570,201765313
161,ACCEL,4712,920,-16392
161,GYRO,-74,1431,941
161,COMPASS,-95,-2,49
162,QUAT,986574953,66968793,359910708,213473135
162,ACCEL,5872,856,-14824
162,GYRO,1405,1556,849
162,COMPASS,-100,-3,43
163,QUAT,951174138,106605174,434410375,219343293
163,ACCEL,6576,-536,-12136
163,GYRO,1862,2631,760
163,COMPASS,-106,3,40
164,QUAT,884242054,168506012,550743075,198262327
164,ACCEL,8408,-2480,-9184
164,GYRO,3411,4199,310
164,COMPASS,-112,7,40
165,QUAT,795861330,212604459,671811379,151562490
165,ACCEL,10536,-1960,-5544
165,GYRO,3517,4723,-674
165,COMPASS,-124,18,29
166,QUAT,730536333,192656910,754207503,115262118
166,ACCEL,14176,-3232,-6192
166,GYRO,1161,3499,-1696
166,COMPASS,-127,22,14
